

                  |¯¯¯|            |¯¯¯¯¯¯¯¯¯¯¯¯¯|  |¯¯¯¯¯¯¯¯¯¯¯¯¯|  |¯¯¯¯¯¯¯¯¯¯¯¯¯|
                  |   |            |             |  |             |  |             |
                  |   |            |   |¯¯¯¯¯|   |  |   |¯¯¯¯¯¯¯¯¯   |    |¯¯¯¯¯¯¯¯ 
                  |   |            |   |     |   |  |   |            |    |________ 
                  |   |            |   |     |   |  |   |   |¯¯¯¯¯|  |             |
                  |   |            |   |     |   |  |   |   |_    |  |_________    |
                  |   |            |   |     |   |  |   |     |   |            |   |
                  |   |_________   |   |_____|   |  |   |_____|   |   _________|   |
                  |             |  |             |  |             |  |             |
                  |_____________|  |_____________|  |_____________|  |_____________|

==============================================================================================================
  DATE     |   DAY   |     TIME     |   TYPE  |                           MESSAGE
04/23/21   |   FRI   |   20:30:06   |   CHK   |   GENERATING DIRECTORIES PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:06   |   INF   |   PREVIOUS MODEL FILES DIRECTORY DETECTED
04/23/21   |   FRI   |   20:30:06   |   INF   |   DELETING PREVIOS MODEL FILES DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   CREATING MODEL FILES DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   CREATING ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   CREATING SCALER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   CREATING DIMENSIONALITY REDUCTION DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   CREATING CLUSTER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   MODEL DIRECTORY IS CREATE
04/23/21   |   FRI   |   20:30:06   |   INF   |   CREATING CLUSTER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   PAS   |   GENERATING DIRECTORIES PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:06   |   CHK   |   SCALING PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:06   |   CHK   |   CHECKING MISSING VALUES FOR THE LAST TIME
04/23/21   |   FRI   |   20:30:06   |   PAS   |   NO MISSING VALUES
04/23/21   |   FRI   |   20:30:06   |   INF   |   VALUES ARE SCALED BY STANDARD SCALER
04/23/21   |   FRI   |   20:30:06   |   INF   |   SAVING THE SCALER FILE IN SCALER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   PAS   |   SCALING PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:06   |   CHK   |   ENCODING PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:06   |   INF   |   MSZONING IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   MSZONING ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   STREET IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   STREET ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   LOTSHAPE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   LOTSHAPE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   LANDCONTOUR IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   LANDCONTOUR ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   UTILITIES IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   UTILITIES ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   LOTCONFIG IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   LOTCONFIG ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   LANDSLOPE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   LANDSLOPE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   NEIGHBORHOOD IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   NEIGHBORHOOD ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   CONDITION1 IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   CONDITION1 ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   CONDITION2 IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   CONDITION2 ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   BLDGTYPE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   BLDGTYPE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   HOUSESTYLE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   HOUSESTYLE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   ROOFSTYLE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   ROOFSTYLE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   ROOFMATL IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   ROOFMATL ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   EXTERIOR1ST IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   EXTERIOR1ST ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   EXTERIOR2ND IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   EXTERIOR2ND ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   MASVNRTYPE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   MASVNRTYPE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   EXTERQUAL IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   EXTERQUAL ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   EXTERCOND IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   EXTERCOND ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   FOUNDATION IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   FOUNDATION ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTQUAL IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTQUAL ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTCOND IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTCOND ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTEXPOSURE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTEXPOSURE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTFINTYPE1 IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTFINTYPE1 ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTFINTYPE2 IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   BSMTFINTYPE2 ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   HEATING IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   HEATING ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   HEATINGQC IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   HEATINGQC ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   CENTRALAIR IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   CENTRALAIR ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   ELECTRICAL IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   ELECTRICAL ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   KITCHENQUAL IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   KITCHENQUAL ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   FUNCTIONAL IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   FUNCTIONAL ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   FIREPLACEQU IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   FIREPLACEQU ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   GARAGETYPE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   GARAGETYPE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   GARAGEFINISH IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   GARAGEFINISH ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   GARAGEQUAL IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   GARAGEQUAL ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   GARAGECOND IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   GARAGECOND ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   PAVEDDRIVE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   PAVEDDRIVE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   SALETYPE IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   SALETYPE ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   INF   |   SALECONDITION IS ENCODED
04/23/21   |   FRI   |   20:30:06   |   INF   |   SALECONDITION ENCODER FILE IS SAVED IN ENCODER DIRECTORY
04/23/21   |   FRI   |   20:30:06   |   PAS   |   ENCODER PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:06   |   CHK   |   SPLITTING DATA INTO X AND Y
04/23/21   |   FRI   |   20:30:07   |   CHK   |   DIMENSIONALITY REDCTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:07   |   CHK   |   FIND THE NUMBER OF DIMENSION INITIALIZED
04/23/21   |   FRI   |   20:30:08   |   INF   |   41 IS THE NUMBER OF DIMENSIONS REQUIRED
04/23/21   |   FRI   |   20:30:08   |   PAS   |   FINDING NUMBER OF DIMENSION COMPLTED
04/23/21   |   FRI   |   20:30:08   |   INF   |   PLOTING GRAPH FOR DIMENSIONS VS EVR
04/23/21   |   FRI   |   20:30:08   |   INF   |   SAVING PLOT IN PLOTS DIRECTORY
04/23/21   |   FRI   |   20:30:08   |   CHK   |   TRANSFORMING DATA ACCORDING TO OUR DIMENSIONS
04/23/21   |   FRI   |   20:30:08   |   PAS   |   DIMENSIONALITY REDUCTION COMPLETED
04/23/21   |   FRI   |   20:30:08   |   PAS   |   DEMENSIONALITY REDUCTION PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:08   |   CHK   |   CLUSTERING PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:08   |   CHK   |   FINDING NUMBER OF CLUSTERS
04/23/21   |   FRI   |   20:30:08   |   INF   |   SAVING A PLOT OF WCSS VS NUMBER OF CLUSTERS 
04/23/21   |   FRI   |   20:30:17   |   INF   |   6 NUMBER OF CLUSTERS WILL BE FORMED
04/23/21   |   FRI   |   20:30:17   |   PAS   |   FINDING NUMBER OF CLUSTERS COMPLETED
04/23/21   |   FRI   |   20:30:17   |   CHK   |   GETTING CLUSTER NUMBER FOR DATASET
04/23/21   |   FRI   |   20:30:17   |   INF   |   SAVING CLUSTERING MODEL IN MODEL FILE
04/23/21   |   FRI   |   20:30:17   |   INF   |   0 CLUSTER IS EXPORTED IN .CSV FILE
04/23/21   |   FRI   |   20:30:17   |   INF   |   1 CLUSTER IS EXPORTED IN .CSV FILE
04/23/21   |   FRI   |   20:30:17   |   INF   |   2 CLUSTER IS EXPORTED IN .CSV FILE
04/23/21   |   FRI   |   20:30:17   |   INF   |   3 CLUSTER IS EXPORTED IN .CSV FILE
04/23/21   |   FRI   |   20:30:17   |   INF   |   4 CLUSTER IS EXPORTED IN .CSV FILE
04/23/21   |   FRI   |   20:30:17   |   INF   |   5 CLUSTER IS EXPORTED IN .CSV FILE
04/23/21   |   FRI   |   20:30:17   |   PAS   |   EXPORTING CLUSTERED DATASET COMPLETED
04/23/21   |   FRI   |   20:30:17   |   PAS   |   CLUSTERING PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:17   |   END   |   DATA PREPROCESSING MODULE COMPLETED
--------------------------------------------------------------------------------------------------------------

                                             ML MODEL
--------------------------------------------------------------------------------------------------------------
04/23/21   |   FRI   |   20:30:17   |   BEG   |   ML TRAINING PROCESS INITIALIZED
--------------------------------------------------------------------------------------------------------------
04/23/21   |   FRI   |   20:30:17   |   CHK   |   SELECTING BEST MODEL PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:17   |   CHK   |   SEPARATING DATA INTO X AND Y PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:17   |   PAS   |   SEPARATING DATA INTO X AND Y PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:17   |   CHK   |   MODEL SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:17   |   PAS   |   MODEL SELECTION PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:17   |   INF   |   LINEAR REGRESSION MODEL IS BASE MODEL
04/23/21   |   FRI   |   20:30:17   |   CHK   |   HYPER-PARAMETER TUNNING INITIALIZED
04/23/21   |   FRI   |   20:30:17   |   PAS   |   HYPER-PARAMENTER TUNNING COMPLETED
04/23/21   |   FRI   |   20:30:17   |   PAS   |   SELECTING BEST MODEL PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:17   |   CHK   |   ENSEMBLE SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:20   |   INF   |   XGBREGRESSOR MODEL IS SELECTED FOR CLUSTER 1
04/23/21   |   FRI   |   20:30:20   |   INF   |   0.9999999999989184 IS THE ACCURACY
04/23/21   |   FRI   |   20:30:20   |   PAS   |   ENSEMBLE SELECTION AND EXPORTING PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:20   |   CHK   |   SELECTING BEST MODEL PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:20   |   CHK   |   SEPARATING DATA INTO X AND Y PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:20   |   PAS   |   SEPARATING DATA INTO X AND Y PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:20   |   CHK   |   MODEL SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:20   |   PAS   |   MODEL SELECTION PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:20   |   INF   |   LINEAR REGRESSION MODEL IS BASE MODEL
04/23/21   |   FRI   |   20:30:20   |   CHK   |   HYPER-PARAMETER TUNNING INITIALIZED
04/23/21   |   FRI   |   20:30:20   |   PAS   |   HYPER-PARAMENTER TUNNING COMPLETED
04/23/21   |   FRI   |   20:30:20   |   PAS   |   SELECTING BEST MODEL PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:20   |   CHK   |   ENSEMBLE SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:23   |   INF   |   ADABOOSTREGRESSOR MODEL IS SELECTED FOR CLUSTER 2
04/23/21   |   FRI   |   20:30:23   |   INF   |   0.9123032161909251 IS THE ACCURACY
04/23/21   |   FRI   |   20:30:23   |   PAS   |   ENSEMBLE SELECTION AND EXPORTING PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:23   |   CHK   |   SELECTING BEST MODEL PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:23   |   CHK   |   SEPARATING DATA INTO X AND Y PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:23   |   PAS   |   SEPARATING DATA INTO X AND Y PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:23   |   CHK   |   MODEL SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:23   |   PAS   |   MODEL SELECTION PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:23   |   INF   |   LINEAR REGRESSION MODEL IS BASE MODEL
04/23/21   |   FRI   |   20:30:23   |   CHK   |   HYPER-PARAMETER TUNNING INITIALIZED
04/23/21   |   FRI   |   20:30:23   |   PAS   |   HYPER-PARAMENTER TUNNING COMPLETED
04/23/21   |   FRI   |   20:30:23   |   PAS   |   SELECTING BEST MODEL PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:23   |   CHK   |   ENSEMBLE SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:25   |   INF   |   LINEARREGRESSION MODEL IS SELECTED FOR CLUSTER 3
04/23/21   |   FRI   |   20:30:25   |   INF   |   0.9154958809123144 IS THE ACCURACY
04/23/21   |   FRI   |   20:30:25   |   PAS   |   ENSEMBLE SELECTION AND EXPORTING PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:25   |   CHK   |   SELECTING BEST MODEL PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:25   |   CHK   |   SEPARATING DATA INTO X AND Y PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:25   |   PAS   |   SEPARATING DATA INTO X AND Y PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:25   |   CHK   |   MODEL SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:25   |   PAS   |   MODEL SELECTION PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:25   |   INF   |   DECISION TREE MODEL IS BASE MODEL
04/23/21   |   FRI   |   20:30:25   |   CHK   |   HYPER-PARAMETER TUNNING INITIALIZED
04/23/21   |   FRI   |   20:30:26   |   PAS   |   HYPER-PARAMENTER TUNNING COMPLETED
04/23/21   |   FRI   |   20:30:26   |   PAS   |   SELECTING BEST MODEL PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:26   |   CHK   |   ENSEMBLE SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:31   |   INF   |   GRADIENTBOOSTINGREGRESSOR MODEL IS SELECTED FOR CLUSTER 4
04/23/21   |   FRI   |   20:30:31   |   INF   |   0.9980556276287474 IS THE ACCURACY
04/23/21   |   FRI   |   20:30:31   |   PAS   |   ENSEMBLE SELECTION AND EXPORTING PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:31   |   CHK   |   SELECTING BEST MODEL PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:31   |   CHK   |   SEPARATING DATA INTO X AND Y PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:31   |   PAS   |   SEPARATING DATA INTO X AND Y PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:31   |   CHK   |   MODEL SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:32   |   PAS   |   MODEL SELECTION PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:32   |   INF   |   DECISION TREE MODEL IS BASE MODEL
04/23/21   |   FRI   |   20:30:32   |   CHK   |   HYPER-PARAMETER TUNNING INITIALIZED
04/23/21   |   FRI   |   20:30:32   |   PAS   |   HYPER-PARAMENTER TUNNING COMPLETED
04/23/21   |   FRI   |   20:30:32   |   PAS   |   SELECTING BEST MODEL PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:32   |   CHK   |   ENSEMBLE SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:37   |   INF   |   GRADIENTBOOSTINGREGRESSOR MODEL IS SELECTED FOR CLUSTER 5
04/23/21   |   FRI   |   20:30:37   |   INF   |   0.9852695462868414 IS THE ACCURACY
04/23/21   |   FRI   |   20:30:37   |   PAS   |   ENSEMBLE SELECTION AND EXPORTING PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:37   |   CHK   |   SELECTING BEST MODEL PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:37   |   CHK   |   SEPARATING DATA INTO X AND Y PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:37   |   PAS   |   SEPARATING DATA INTO X AND Y PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:37   |   CHK   |   MODEL SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:37   |   PAS   |   MODEL SELECTION PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:37   |   INF   |   LINEAR REGRESSION MODEL IS BASE MODEL
04/23/21   |   FRI   |   20:30:37   |   CHK   |   HYPER-PARAMETER TUNNING INITIALIZED
04/23/21   |   FRI   |   20:30:37   |   PAS   |   HYPER-PARAMENTER TUNNING COMPLETED
04/23/21   |   FRI   |   20:30:37   |   PAS   |   SELECTING BEST MODEL PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:37   |   CHK   |   ENSEMBLE SELECTION PROCESS INITIALIZED
04/23/21   |   FRI   |   20:30:39   |   INF   |   LINEARREGRESSION MODEL IS SELECTED FOR CLUSTER 6
04/23/21   |   FRI   |   20:30:39   |   INF   |   0.9313739522026621 IS THE ACCURACY
04/23/21   |   FRI   |   20:30:39   |   PAS   |   ENSEMBLE SELECTION AND EXPORTING PROCESS COMPLETED
04/23/21   |   FRI   |   20:30:39   |   INF   |   SAVING ACCURACY IN FILES
04/23/21   |   FRI   |   20:30:39   |   INF   |   81.16666666666667 IS THE OVERALL ACCURACY
04/23/21   |   FRI   |   20:30:39   |   END   |   ML TRAINING MODULE COMPLETED
--------------------------------------------------------------------------------------------------------------
